taxon	n_snp	OR (95% CI)	p_ivw	fdr_ivw	p_egger	egger_intercept_p	p_wmedian	q_p
genus..Eubacteriumruminantiumgroup.id.11340	18	0.99 (0.91-1.08)	0.8131477624473064	0.9709482280775292	0.3397121006830328	0.2849037287101528	0.6618106893214935	0.2394814467309222
genus.Alloprevotella.id.961	5	1.01 (0.90-1.15)	0.8214028554754125	0.9709482280775292	0.641752510989179	0.6250249349622653	0.8734208968834982	0.1905821944935879
genus.Odoribacter.id.952	7	0.98 (0.80-1.20)	0.8224921828188833	0.9709482280775292	0.965473236764926	0.9115326948684922	0.3176284157766573	0.2405945585360197
class.Bacilli.id.1673	18	0.99 (0.88-1.11)	0.8245466660218198	0.9709482280775292	0.5149160809060819	0.4279333896122994	0.6697506280205818	0.7486762719805827
genus.Ruminiclostridium9.id.11357	9	1.02 (0.84-1.24)	0.825167442174739	0.9709482280775292	0.1931570553282925	0.1977613253796382	0.8797007845845912	0.3318446936152846
class.Verrucomicrobiae.id.4029	12	0.99 (0.87-1.12)	0.8275003233826146	0.9709482280775292	0.7671325978172999	0.8123889246056697	0.733875029381365	0.723090598612468
order.Verrucomicrobiales.id.4030	12	0.99 (0.87-1.12)	0.8275003233826146	0.9709482280775292	0.7671325978172999	0.8123889246056697	0.7391025583715581	0.723090598612468
family.Verrucomicrobiaceae.id.4036	12	0.99 (0.87-1.12)	0.8287580406985832	0.9709482280775292	0.7718369748153312	0.8169629289683172	0.7376394071225905	0.7230282788767627
genus.Akkermansia.id.4037	12	0.99 (0.87-1.12)	0.8291646875369204	0.9709482280775292	0.7734873084280548	0.8186056855634921	0.7240857379524562	0.7230082326650344
genus.Flavonifractor.id.2059	5	0.98 (0.82-1.18)	0.8346817857092368	0.9709482280775292	0.2595080881220427	0.2640330639831598	0.7949473248832756	0.4494192235821516
genus.Coprococcus1.id.11301	12	0.98 (0.85-1.14)	0.8370569187365371	0.9709482280775292	0.1660790648377537	0.1151983764140866	0.5676116190420133	0.2823085951776469
genus.Fusicatenibacter.id.11305	18	1.01 (0.89-1.15)	0.8399629043006983	0.9709482280775292	0.1763986218900874	0.1423077980149633	0.8889531106639511	0.8319321792822547
genus.Hungatella.id.11306	6	0.99 (0.89-1.10)	0.8454519211683987	0.9709482280775292	0.1573431814626352	0.1474113607699977	0.7325359438440329	0.4455240431675857
genus..Eubacteriumeligensgroup.id.14372	7	1.02 (0.85-1.23)	0.84919659918064	0.9709482280775292	0.0806864738477504	0.0866649266343986	0.9075569329113746	0.9667498479184944
family.Defluviitaleaceae.id.1924	11	1.02 (0.87-1.19)	0.8506315283935066	0.9709482280775292	0.1352361974345658	0.1087516733201112	0.7320554107924364	0.0395297402463504
genus.unknowngenus.id.826	14	1.01 (0.87-1.18)	0.8511062029562235	0.9709482280775292	0.6578667569170321	0.6842787174046975	0.9454340168546216	0.0398124047673557
order.Erysipelotrichales.id.2148	13	1.02 (0.86-1.20)	0.8535341126310745	0.9709482280775292	0.7724335822662253	0.7977482823244834	0.3298505961953519	0.265478264735949
family.Erysipelotrichaceae.id.2149	13	1.02 (0.86-1.20)	0.8535341126310745	0.9709482280775292	0.7724335822662253	0.7977482823244834	0.3177469986483774	0.265478264735949
class.Erysipelotrichia.id.2147	13	1.02 (0.86-1.20)	0.8535341126310745	0.9709482280775292	0.7724335822662253	0.7977482823244834	0.3096951335316897	0.265478264735949
genus.Terrisporobacter.id.11348	5	1.01 (0.87-1.18)	0.8600742302174675	0.9709482280775292	0.847577928848674	0.7869246154265462	0.9826181535374716	0.6998085767923161
genus.Streptococcus.id.1853	17	0.99 (0.83-1.17)	0.8652728979192663	0.9709482280775292	0.7712083586005856	0.7976129076469528	0.4509940707399198	0.0182443537416087
phylum.Verrucomicrobia.id.3982	12	0.99 (0.87-1.13)	0.8668636366890653	0.9709482280775292	0.4397472775174105	0.4410350426809533	0.8121552803919099	0.3298301845199109
genus.Ruminococcus1.id.11373	10	1.01 (0.87-1.18)	0.8695314464102741	0.9709482280775292	0.12241919053297	0.0884720373186116	0.5959839767880368	0.3958347794532448
genus.RuminococcaceaeUCG003.id.11361	12	1.01 (0.87-1.17)	0.8764817449519734	0.9709482280775292	0.6946266525130792	0.6465869006829504	0.7386284907937541	0.228785459370864
genus.ErysipelotrichaceaeUCG003.id.11384	17	0.99 (0.89-1.11)	0.8764821425701927	0.9709482280775292	0.5065402130671453	0.5213133182206724	0.8747371460317147	0.8339384242087957
genus.Coprobacter.id.949	11	0.99 (0.87-1.13)	0.8782419877676411	0.9709482280775292	0.0820143352628884	0.0682002493941631	0.522556978421139	0.0506899577651962
genus.Methanobrevibacter.id.123	6	1.01 (0.89-1.15)	0.88039035869291	0.9709482280775292	0.3058828583128776	0.2756167170657881	0.7527884140689691	0.1728332707556548
genus.Ruminiclostridium5.id.11355	11	0.99 (0.84-1.16)	0.8855225056275011	0.9709482280775292	0.8757590478262659	0.9090687761699068	0.6496988269435352	0.8989900428045035
genus.Eisenbergiella.id.11304	11	1.01 (0.92-1.10)	0.8882912614991116	0.9709482280775292	0.1143684981073395	0.1078374466410708	0.8481880868695526	0.4163857328586346
genus.RikenellaceaeRC9gutgroup.id.11191	11	1.00 (0.93-1.07)	0.8990139514308542	0.9709482280775292	0.1464076593287209	0.1502476902472684	0.8466344514324416	0.9693643783615576
phylum.Euryarchaeota.id.55	11	0.99 (0.91-1.09)	0.9155286922401292	0.9709482280775292	0.7930407981704106	0.8053572204830068	0.7605760660524112	0.101675721453135
genus.Erysipelatoclostridium.id.11381	15	1.01 (0.90-1.12)	0.916135744395881	0.9709482280775292	0.6983772013172774	0.7080213755765349	0.4491052326578481	0.2850289558609733
genus.LachnospiraceaeND3007group.id.11317	3	1.02 (0.73-1.42)	0.91749272433158	0.9709482280775292	0.4006133200770273	0.4017073982430872	0.6989273768197097	0.2940228803369533
genus.RuminococcaceaeUCG014.id.11371	11	0.99 (0.87-1.13)	0.9241136463280116	0.9709482280775292	0.2518997424472603	0.1930483504527199	0.8488709767458217	0.76571741665591
genus.Dialister.id.2183	11	0.99 (0.87-1.14)	0.9296577315944952	0.9709482280775292	0.1713009218251319	0.166060532426367	0.3922036307990827	0.604495356565219
genus.RuminococcaceaeUCG002.id.11360	21	1.00 (0.91-1.11)	0.9412040631617736	0.9709482280775292	0.4686504012470629	0.4526369140542132	0.819790035502014	0.7156337131999932
genus.unknowngenus.id.2755	13	1.00 (0.90-1.12)	0.9415915187590168	0.9709482280775292	0.8996586324549661	0.910976530153944	0.7885820993981811	0.2393899145519251
genus.RuminococcaceaeUCG009.id.11366	11	1.00 (0.91-1.11)	0.9459690681948948	0.9709482280775292	0.7497710524576648	0.7572435949781552	0.7366727171800507	0.7886323536260644
genus.Gordonibacter.id.821	11	1.00 (0.92-1.10)	0.9467570393717378	0.9709482280775292	0.8781393100705855	0.8864269206186838	0.7567545588662885	0.1609906685773215
genus.CandidatusSoleaferrea.id.11350	10	1.00 (0.88-1.13)	0.9496742545980766	0.9709482280775292	0.4728278382867042	0.4675133145452593	0.2641427839428123	0.0938093184924779
genus.FamilyXIIIUCG001.id.11294	8	1.01 (0.80-1.26)	0.952456508570006	0.9709482280775292	0.6228350665780242	0.5908787018679528	0.7730081455551744	0.0397131851273413
genus.Tyzzerella3.id.11335	13	1.00 (0.92-1.09)	0.952823954589887	0.9709482280775292	0.9538496579806308	0.9443570820536012	0.8430355199043207	0.6644227375460832
genus.RuminococcaceaeUCG004.id.11362	11	0.99 (0.80-1.23)	0.9585365360241612	0.9709482280775292	0.901311452212694	0.892728775017312	0.1005190287281601	0.0003565102909649
genus.Lachnoclostridium.id.11308	13	1.00 (0.86-1.15)	0.9588264865985834	0.9709482280775292	0.8114758284812833	0.8206567780811252	0.880801035524882	0.9554520764202112
genus..Eubacteriumhalliigroup.id.11338	14	1.00 (0.87-1.15)	0.9593821236872752	0.9709482280775292	0.6293396526715473	0.6006278180618749	0.9738520898373436	0.2082140410897105
order.Rhodospirillales.id.2667	14	1.00 (0.90-1.11)	0.9651339590510488	0.9709482280775292	0.9996840624962192	0.9912964537394644	0.5794597161386618	0.2954037853188894
genus.LachnospiraceaeUCG001.id.11321	13	1.00 (0.89-1.13)	0.9674986202126578	0.9709482280775292	0.8662557574438374	0.8554743518088442	0.7524319554261942	0.2149713967517706
genus.RuminococcaceaeUCG005.id.11363	14	1.00 (0.88-1.13)	0.969274976139546	0.9709482280775292	0.5898644470656346	0.5489420879518111	0.5310661314620522	0.9354050658239056
genus..Eubacteriumxylanophilumgroup.id.14375	9	1.00 (0.78-1.30)	0.9697347114208404	0.9709482280775292	0.0536241833590711	0.0425439767031441	0.604395005605376	0.000803189504006
genus..Ruminococcusgauvreauiigroup.id.11342	12	1.00 (0.88-1.14)	0.9709482280775292	0.9709482280775292	0.3722459605504823	0.3627015934464954	0.6520323916993264	0.4331891166374987
